Paper ID,Paper Name,City,State,Website URL,Phone,Mailing Address,County,Chain Owner,CMS Platform,CMS Vendor,Has PDF Edition?,PDF-Only?,Paywall?,Free Public Notices?,Mobile Responsive?,Audit Sources,Audit Notes,Latest Audit Timestamp,Extra Data
4821,The Times West Virginian,Fairmont,WV,https://www.timeswv.com,,PO Box 2530,Marion,Community Newspaper Holdings Inc. (CNHI),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /e-edition, http://timeswv.cnhi.newsmemory.com/, https://niagara-gazette-cnhi.newsmemory.com/?special=Explore | Homepage contains article-style link(s): https://visitor.r20.constantcontact.com/d.jsp?llr=h9oml49ab&p=oi&m=1128481045319&sit=fcawgcwlb&f=5c17dbe1-1f1c-4bd9-8f42-f7311cd1a3ea, /news/, /news/local_news/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:07:13.856495,"{""Frequency"": ""Daily""}"
4822,Tyler Star News,Sistersville,WV,https://www.tylerstarnews.com,,PO Box 191,Tyler,"Tyler-Wetzel Newspapers, Inc.",WordPress,Unknown,No,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage,"Homepage contains article-style link(s): /, https://www.tylerstarnews.com/news/, https://www.tylerstarnews.com/news/local-news/ | Homepage contains article-style content | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner, cms_vendor",2025-12-11T16:07:30.187788,"{""Frequency"": ""Wednesday""}"
4823,Wayne County News,Wayne,WV,https://www.waynecountynews.com,,310 Central Ave,Wayne,HD Media Group (part of southern WV cluster including Logan Banner and Herald-Dispatch),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition, /eedition/, /eedition/wayne-county-news/edition_baf31b5a-d07b-5804-8989-7c345171ca28.html | Homepage contains article-style link(s): https://heralddispatch.newzware.com/ss70v2/huntin02/common/template.jsp?nwmodule=sso&init=nonsub&nwpage=sso&rpage=https%3A%2F%2Fwww.waynecountynews.com%2Ftncms%2Fauth%2Fbegin%2F%3Fprovider%3DNewzware%26return%3Dhttps%253A%252F%252Fwww.waynecountynews.com%252F, https://www.waynecountynews.com/users/login/?referer_url=https%3A%2F%2Fwww.waynecountynews.com%2F, https://www.waynecountynews.com/users/admin/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:07:34.961939,"{""Frequency"": ""Wednesday""}"
4824,The Webster Echo & Republican,Webster Springs,WV,https://www.wvecho.com,,PO Box 749,Webster,Webster Publishing Co.,BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition, /eedition/, /eedition/webster-echo/edition_9be773f8-39c2-5469-8eec-6e87838ce016.html | Homepage contains article-style link(s): /news, /sports, /sports/larry-case-who-are-the-real-conservationists/article_905bfefa-55ea-4ade-beb6-ee3738a937c5.html | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:14:24.004484,"{""Frequency"": ""Wednesday""}"
4825,The Welch News,Welch,WV,,,125 Wyoming St,McDowell,Independent (closed 2023),,,,,,,,,Overrides applied: chain_owner,2025-12-11T16:18:27.344856,"{""Frequency"": ""Monday, Wednesday, Friday""}"
4826,The Weston Democrat,Weston,WV,https://www.westondemocrat.com,,PO Box 968,Lewis,NCWV Media (WV News regional group),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage,"Homepage contains e-edition style link(s): /eedition/, /newsfeed/us/time-magazine-names-architects-of-ai-as-its-person-of-the-year-for-2025/article_7aaba78f-3182-512c-b867-0b688262e9a1.html, /theet/special/blue-gold-news-magazine/edition_8c5363af-f6b4-5379-a7b2-d4f92eb8f047.html | Homepage contains article-style link(s): /newsletters/, /, /bluegoldnews/ | Homepage contains article-style content | Homepage contains paywall keywords | Homepage contains public notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews | Detected vendor indicators (BLOX): tncms, bloximages, townnews | Homepage snapshot truncated to 500,000 characters | Overrides applied: chain_owner",2025-12-11T16:07:21.381085,"{""Frequency"": ""Wednesday""}"
4827,Weirton Daily Times,Weirton,WV,https://www.weirtondailytimes.com,,114 Lee Ave,Hancock,Ogden Newspapers Inc.,WordPress,Manual Review,Yes,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage,"Homepage contains e-edition style link(s): https://www.mynewsonthego.com/weirton/ | Homepage contains article-style link(s): /newslink/, https://www.weirtondailytimes.com/news/, https://www.weirtondailytimes.com/news/local-news/ | Homepage contains article-style content | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:07:45.978097,"{""Frequency"": ""Daily except Sunday""}"
4828,West Virginia Daily News,Lewisburg,WV,https://www.wvdailynews.net,,PO Box 471,Greenbrier,Greenbrier Valley Publishing Co. (Independent; owns West Virginia Daily News & Monroe Watchman),WordPress,NewsPack,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): https://wvdn.com/edition/?issue=wvdn-12092025 | Homepage contains article-style link(s): https://www.facebook.com/wvdailynews/, https://twitter.com/wvdailynews, https://instagram.com/wvdailynews | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Detected vendor indicators (NewsPack): wpengine | Overrides applied: chain_owner",2025-12-11T16:28:29.768060,"{""Frequency"": ""Monday through Friday""}"
4829,Wetzel Chronicle,New Martinsville,WV,https://www.wetzelchronicle.com,,PO Box 289,Wetzel,Ogden Newspapers Inc. (NC WV cluster with Tyler Star News and Intelligencer),WordPress,Manual Review,No,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage,"Homepage contains article-style link(s): https://www.wetzelchronicle.com/news/, https://www.wetzelchronicle.com/news/local-headlines/, https://www.wetzelchronicle.com/news/society/ | Homepage contains article-style content | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner",2025-12-11T16:08:11.066955,"{""Frequency"": ""Wednesday""}"
4830,Wheeling News-Register,Wheeling,WV,https://www.theintelligencer.net,,1500 Main St,Ohio,"Wheeling Newspapers, Inc.",WordPress,Unknown,Yes,No,Yes,Yes,Yes,Heuristic:Ogden+Homepage,"Found 1 PDF links on homepage | Homepage contains article-style link(s): /newslink/, https://www.theintelligencer.net/news/, https://www.theintelligencer.net/news/top-headlines/ | Homepage contains article-style content | Chain heuristic: Ogden, not PDF-only | Chain heuristic: Ogden, default Paywall=Yes | Homepage contains public notice keywords | Viewport meta tag present | Detected chain indicators (Ogden): ogdennews | Detected platform indicators (WordPress): wp-content, wp-includes, wordpress, wp-json | Overrides applied: chain_owner, cms_vendor",2025-12-11T16:09:11.829032,"{""Frequency"": ""Daily""}"
4831,Williamson Daily News,Williamson,WV,https://www.williamsondailynews.com,,PO Box 1660,Mingo,HD Media Group (regional chain covering southern WV including Logan Banner and Wayne County News),BLOX Digital,BLOX,Yes,No,Yes,Yes,Yes,Homepage+RSS+Sitemap,"Homepage contains e-edition style link(s): /eedition/ | Homepage contains article-style link(s): https://heralddispatch.newzware.com/ss70v2/huntin02/common/template.jsp?nwmodule=sso&init=nonsub&nwpage=sso&rpage=https%3A%2F%2Fwww.williamsondailynews.com%2Ftncms%2Fauth%2Fbegin%2F%3Fprovider%3DNewzware%26return%3Dhttps%253A%252F%252Fwww.williamsondailynews.com%252F, https://www.williamsondailynews.com/users/login/?referer_url=https%3A%2F%2Fwww.williamsondailynews.com%2F, https://www.williamsondailynews.com/users/admin/ | Homepage contains article-style content | RSS present but contains no entries | Homepage contains paywall keywords | RSS feed contains paywall hints | Homepage contains public notice keywords | RSS feed contains notice keywords | Viewport meta tag present | Detected platform indicators (BLOX Digital): tncms, bloximages, townnews, bloxcms | Detected vendor indicators (BLOX): tncms, bloximages, townnews, bloxcms | Overrides applied: chain_owner",2025-12-11T16:08:17.754403,"{""Frequency"": ""Daily""}"
